code_insee,code_postal,nom_commune,nom_ville,nom_departement,nom_region
01001,01400,L'Abergement-Clémenciat,L'Abergement-Clémenciat,Ain,Auvergne-Rhône-Alpes
01002,01640,L'Abergement-de-Varey,L'Abergement-de-Varey,Ain,Auvergne-Rhône-Alpes
01004,01500,Ambérieu-en-Bugey,Ambérieu-en-Bugey,Ain,Auvergne-Rhône-Alpes
01005,01330,Ambérieux-en-Dombes,Ambérieux-en-Dombes,Ain,Auvergne-Rhône-Alpes
01006,01300,Ambléon,Ambléon,Ain,Auvergne-Rhône-Alpes
01007,01500,Ambronay,Ambronay,Ain,Auvergne-Rhône-Alpes
01008,01500,Ambutrix,Ambutrix,Ain,Auvergne-Rhône-Alpes
01009,01300,Andert-et-Condon,Andert-et-Condon,Ain,Auvergne-Rhône-Alpes
01010,01350,Anglefort,Anglefort,Ain,Auvergne-Rhône-Alpes
01011,01100,Apremont,Apremont,Ain,Auvergne-Rhône-Alpes
01012,01110,Aranc,Aranc,Ain,Auvergne-Rhône-Alpes
01013,01230,Arandas,Arandas,Ain,Auvergne-Rhône-Alpes
01014,01100,Arbent,Arbent,Ain,Auvergne-Rhône-Alpes
01015,01300,Arboys en Bugey,Arboys en Bugey,Ain,Auvergne-Rhône-Alpes
01016,01190,Arbigny,Arbigny,Ain,Auvergne-Rhône-Alpes
01017,01230,Argis,Argis,Ain,Auvergne-Rhône-Alpes
01019,01510,Armix,Armix,Ain,Auvergne-Rhône-Alpes
01021,01480,Ars-sur-Formans,Ars-sur-Formans,Ain,Auvergne-Rhône-Alpes
01022,01510,Artemare,Artemare,Ain,Auvergne-Rhône-Alpes
01023,01570,Asnières-sur-Saône,Asnières-sur-Saône,Ain,Auvergne-Rhône-Alpes
01024,01340,Attignat,Attignat,Ain,Auvergne-Rhône-Alpes
01025,01380,Bâgé-Dommartin,Bâgé-Dommartin,Ain,Auvergne-Rhône-Alpes
01026,01380,Bâgé-le-Châtel,Bâgé-le-Châtel,Ain,Auvergne-Rhône-Alpes
01027,01360,Balan,Balan,Ain,Auvergne-Rhône-Alpes
01028,01990,Baneins,Baneins,Ain,Auvergne-Rhône-Alpes
01029,01270,Beaupont,Beaupont,Ain,Auvergne-Rhône-Alpes
01030,01480,Beauregard,Beauregard,Ain,Auvergne-Rhône-Alpes
01031,01100,Bellignat,Bellignat,Ain,Auvergne-Rhône-Alpes
01032,01360,Béligneux,Béligneux,Ain,Auvergne-Rhône-Alpes
01033,01200,Valserhône,Valserhône,Ain,Auvergne-Rhône-Alpes
01034,01300,Belley,Belley,Ain,Auvergne-Rhône-Alpes
01035,01130,Belleydoux,Belleydoux,Ain,Auvergne-Rhône-Alpes
01036,01260,Valromey-sur-Séran,Valromey-sur-Séran,Ain,Auvergne-Rhône-Alpes
01037,01470,Bénonces,Bénonces,Ain,Auvergne-Rhône-Alpes
01038,01370,Bény,Bény,Ain,Auvergne-Rhône-Alpes
01040,01340,Béréziat,Béréziat,Ain,Auvergne-Rhône-Alpes
01041,01500,Bettant,Bettant,Ain,Auvergne-Rhône-Alpes
01042,01290,Bey,Bey,Ain,Auvergne-Rhône-Alpes
01043,01700,Beynost,Beynost,Ain,Auvergne-Rhône-Alpes
01044,01200,Billiat,Billiat,Ain,Auvergne-Rhône-Alpes
01045,01330,Birieux,Birieux,Ain,Auvergne-Rhône-Alpes
01046,01290,Biziat,Biziat,Ain,Auvergne-Rhône-Alpes
01047,01150,Blyes,Blyes,Ain,Auvergne-Rhône-Alpes
01049,01120,La Boisse,La Boisse,Ain,Auvergne-Rhône-Alpes
01050,01380,Boissey,Boissey,Ain,Auvergne-Rhône-Alpes
01050,01190,Boissey,Boissey,Ain,Auvergne-Rhône-Alpes
01051,01450,Bolozon,Bolozon,Ain,Auvergne-Rhône-Alpes
01052,01330,Bouligneux,Bouligneux,Ain,Auvergne-Rhône-Alpes
01053,01000,Bourg-en-Bresse,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes
01054,01800,Bourg-Saint-Christophe,Bourg-Saint-Christophe,Ain,Auvergne-Rhône-Alpes
01056,01640,Boyeux-Saint-Jérôme,Boyeux-Saint-Jérôme,Ain,Auvergne-Rhône-Alpes
01057,01190,Boz,Boz,Ain,Auvergne-Rhône-Alpes
01058,01300,Brégnier-Cordon,Brégnier-Cordon,Ain,Auvergne-Rhône-Alpes
01060,01110,Brénod,Brénod,Ain,Auvergne-Rhône-Alpes
01061,01300,Brens,Brens,Ain,Auvergne-Rhône-Alpes
01062,01360,Bressolles,Bressolles,Ain,Auvergne-Rhône-Alpes
01063,01460,Brion,Brion,Ain,Auvergne-Rhône-Alpes
01064,01470,Briord,Briord,Ain,Auvergne-Rhône-Alpes
01065,01310,Buellas,Buellas,Ain,Auvergne-Rhône-Alpes
01066,01510,La Burbanche,La Burbanche,Ain,Auvergne-Rhône-Alpes
01067,01430,Ceignes,Ceignes,Ain,Auvergne-Rhône-Alpes
01068,01450,Cerdon,Cerdon,Ain,Auvergne-Rhône-Alpes
01069,01240,Certines,Certines,Ain,Auvergne-Rhône-Alpes
01071,01170,Cessy,Cessy,Ain,Auvergne-Rhône-Alpes
01072,01250,Ceyzériat,Ceyzériat,Ain,Auvergne-Rhône-Alpes
01073,01350,Ceyzérieu,Ceyzérieu,Ain,Auvergne-Rhône-Alpes
01074,01320,Chalamont,Chalamont,Ain,Auvergne-Rhône-Alpes
01075,01480,Chaleins,Chaleins,Ain,Auvergne-Rhône-Alpes
01076,01230,Chaley,Chaley,Ain,Auvergne-Rhône-Alpes
01077,01450,Challes-la-Montagne,Challes-la-Montagne,Ain,Auvergne-Rhône-Alpes
01078,01630,Challex,Challex,Ain,Auvergne-Rhône-Alpes
01079,01260,Champagne-en-Valromey,Champagne-en-Valromey,Ain,Auvergne-Rhône-Alpes
01080,01110,Champdor-Corcelles,Champdor-Corcelles,Ain,Auvergne-Rhône-Alpes
01081,01410,Champfromier,Champfromier,Ain,Auvergne-Rhône-Alpes
01082,01420,Chanay,Chanay,Ain,Auvergne-Rhône-Alpes
01083,01990,Chaneins,Chaneins,Ain,Auvergne-Rhône-Alpes
01084,01400,Chanoz-Châtenay,Chanoz-Châtenay,Ain,Auvergne-Rhône-Alpes
01085,01240,La Chapelle-du-Châtelard,La Chapelle-du-Châtelard,Ain,Auvergne-Rhône-Alpes
01087,01130,Charix,Charix,Ain,Auvergne-Rhône-Alpes
01088,01800,Charnoz-sur-Ain,Charnoz-sur-Ain,Ain,Auvergne-Rhône-Alpes
01089,01500,Château-Gaillard,Château-Gaillard,Ain,Auvergne-Rhône-Alpes
01090,01320,Châtenay,Châtenay,Ain,Auvergne-Rhône-Alpes
01092,01320,Châtillon-la-Palud,Châtillon-la-Palud,Ain,Auvergne-Rhône-Alpes
01093,01400,Châtillon-sur-Chalaronne,Châtillon-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes
01094,01190,Chavannes-sur-Reyssouze,Chavannes-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes
01095,01250,Nivigne et Suran,Nivigne et Suran,Ain,Auvergne-Rhône-Alpes
01096,01660,Chaveyriat,Chaveyriat,Ain,Auvergne-Rhône-Alpes
01098,01510,Chazey-Bons,Chazey-Bons,Ain,Auvergne-Rhône-Alpes
01098,01300,Chazey-Bons,Chazey-Bons,Ain,Auvergne-Rhône-Alpes
01099,01150,Chazey-sur-Ain,Chazey-sur-Ain,Ain,Auvergne-Rhône-Alpes
01100,01510,Cheignieu-la-Balme,Cheignieu-la-Balme,Ain,Auvergne-Rhône-Alpes
01101,01430,Chevillard,Chevillard,Ain,Auvergne-Rhône-Alpes
01102,01190,Chevroux,Chevroux,Ain,Auvergne-Rhône-Alpes
01103,01170,Chevry,Chevry,Ain,Auvergne-Rhône-Alpes
01104,01410,Chézery-Forens,Chézery-Forens,Ain,Auvergne-Rhône-Alpes
01104,01200,Chézery-Forens,Chézery-Forens,Ain,Auvergne-Rhône-Alpes
01105,01390,Civrieux,Civrieux,Ain,Auvergne-Rhône-Alpes
01106,01250,Cize,Cize,Ain,Auvergne-Rhône-Alpes
01107,01230,Cleyzieu,Cleyzieu,Ain,Auvergne-Rhône-Alpes
01108,01270,Coligny,Coligny,Ain,Auvergne-Rhône-Alpes
01109,01550,Collonges,Collonges,Ain,Auvergne-Rhône-Alpes
01110,01300,Colomieu,Colomieu,Ain,Auvergne-Rhône-Alpes
01111,01230,Conand,Conand,Ain,Auvergne-Rhône-Alpes
01112,01430,Condamine,Condamine,Ain,Auvergne-Rhône-Alpes
01113,01400,Condeissiat,Condeissiat,Ain,Auvergne-Rhône-Alpes
01114,01200,Confort,Confort,Ain,Auvergne-Rhône-Alpes
01115,01310,Confrançon,Confrançon,Ain,Auvergne-Rhône-Alpes
01116,01300,Contrevoz,Contrevoz,Ain,Auvergne-Rhône-Alpes
01117,01300,Conzieu,Conzieu,Ain,Auvergne-Rhône-Alpes
01118,01420,Corbonod,Corbonod,Ain,Auvergne-Rhône-Alpes
01121,01110,Corlier,Corlier,Ain,Auvergne-Rhône-Alpes
01123,01290,Cormoranche-sur-Saône,Cormoranche-sur-Saône,Ain,Auvergne-Rhône-Alpes
01124,01560,Cormoz,Cormoz,Ain,Auvergne-Rhône-Alpes
01125,01250,Corveissiat,Corveissiat,Ain,Auvergne-Rhône-Alpes
01127,01370,Courmangoux,Courmangoux,Ain,Auvergne-Rhône-Alpes
01128,01560,Courtes,Courtes,Ain,Auvergne-Rhône-Alpes
01129,01320,Crans,Crans,Ain,Auvergne-Rhône-Alpes
01130,01340,Bresse Vallons,Bresse Vallons,Ain,Auvergne-Rhône-Alpes
01133,01350,Cressin-Rochefort,Cressin-Rochefort,Ain,Auvergne-Rhône-Alpes
01134,01750,Crottet,Crottet,Ain,Auvergne-Rhône-Alpes
01134,01290,Crottet,Crottet,Ain,Auvergne-Rhône-Alpes
01135,01170,Crozet,Crozet,Ain,Auvergne-Rhône-Alpes
01136,01290,Cruzilles-lès-Mépillat,Cruzilles-lès-Mépillat,Ain,Auvergne-Rhône-Alpes
01138,01350,Culoz-Béon,Culoz-Béon,Ain,Auvergne-Rhône-Alpes
01139,01560,Curciat-Dongalon,Curciat-Dongalon,Ain,Auvergne-Rhône-Alpes
01140,01310,Curtafond,Curtafond,Ain,Auvergne-Rhône-Alpes
01141,01300,Cuzieu,Cuzieu,Ain,Auvergne-Rhône-Alpes
01142,01120,Dagneux,Dagneux,Ain,Auvergne-Rhône-Alpes
01143,01220,Divonne-les-Bains,Divonne-les-Bains,Ain,Auvergne-Rhône-Alpes
01145,01240,Dompierre-sur-Veyle,Dompierre-sur-Veyle,Ain,Auvergne-Rhône-Alpes
01146,01400,Dompierre-sur-Chalaronne,Dompierre-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes
01147,01270,Domsure,Domsure,Ain,Auvergne-Rhône-Alpes
01148,01590,Dortan,Dortan,Ain,Auvergne-Rhône-Alpes
01149,01500,Douvres,Douvres,Ain,Auvergne-Rhône-Alpes
01150,01250,Drom,Drom,Ain,Auvergne-Rhône-Alpes
01151,01160,Druillat,Druillat,Ain,Auvergne-Rhône-Alpes
01152,01130,Échallon,Échallon,Ain,Auvergne-Rhône-Alpes
01153,01170,Échenevex,Échenevex,Ain,Auvergne-Rhône-Alpes
01155,01230,Évosges,Évosges,Ain,Auvergne-Rhône-Alpes
01156,01800,Faramans,Faramans,Ain,Auvergne-Rhône-Alpes
01157,01480,Fareins,Fareins,Ain,Auvergne-Rhône-Alpes
01158,01550,Farges,Farges,Ain,Auvergne-Rhône-Alpes
01159,01570,Feillens,Feillens,Ain,Auvergne-Rhône-Alpes
01160,01210,Ferney-Voltaire,Ferney-Voltaire,Ain,Auvergne-Rhône-Alpes
01162,01350,Flaxieu,Flaxieu,Ain,Auvergne-Rhône-Alpes
01163,01340,Foissiat,Foissiat,Ain,Auvergne-Rhône-Alpes
01165,01090,Francheleins,Francheleins,Ain,Auvergne-Rhône-Alpes
01166,01480,Frans,Frans,Ain,Auvergne-Rhône-Alpes
01167,01140,Garnerans,Garnerans,Ain,Auvergne-Rhône-Alpes
01169,01090,Genouilleux,Genouilleux,Ain,Auvergne-Rhône-Alpes
01170,01460,Béard-Géovreissiat,Béard-Géovreissiat,Ain,Auvergne-Rhône-Alpes
01171,01100,Géovreisset,Géovreisset,Ain,Auvergne-Rhône-Alpes
01173,01170,Gex,Gex,Ain,Auvergne-Rhône-Alpes
01174,01130,Giron,Giron,Ain,Auvergne-Rhône-Alpes
01175,01190,Gorrevod,Gorrevod,Ain,Auvergne-Rhône-Alpes
01177,01250,Grand-Corent,Grand-Corent,Ain,Auvergne-Rhône-Alpes
01179,01290,Grièges,Grièges,Ain,Auvergne-Rhône-Alpes
01180,01220,Grilly,Grilly,Ain,Auvergne-Rhône-Alpes
01181,01100,Groissiat,Groissiat,Ain,Auvergne-Rhône-Alpes
01183,01090,Guéreins,Guéreins,Ain,Auvergne-Rhône-Alpes
01184,01250,Hautecourt-Romanèche,Hautecourt-Romanèche,Ain,Auvergne-Rhône-Alpes
01185,01110,Plateau d'Hauteville,Plateau d'Hauteville,Ain,Auvergne-Rhône-Alpes
01187,01260,Haut Valromey,Haut Valromey,Ain,Auvergne-Rhône-Alpes
01188,01140,Illiat,Illiat,Ain,Auvergne-Rhône-Alpes
01189,01200,Injoux-Génissiat,Injoux-Génissiat,Ain,Auvergne-Rhône-Alpes
01190,01680,Innimond,Innimond,Ain,Auvergne-Rhône-Alpes
01191,01430,Izenave,Izenave,Ain,Auvergne-Rhône-Alpes
01192,01580,Izernore,Izernore,Ain,Auvergne-Rhône-Alpes
01193,01300,Izieu,Izieu,Ain,Auvergne-Rhône-Alpes
01194,01480,Jassans-Riottier,Jassans-Riottier,Ain,Auvergne-Rhône-Alpes
01195,01250,Jasseron,Jasseron,Ain,Auvergne-Rhône-Alpes
01196,01340,Jayat,Jayat,Ain,Auvergne-Rhône-Alpes
01197,01250,Journans,Journans,Ain,Auvergne-Rhône-Alpes
01198,01800,Joyeux,Joyeux,Ain,Auvergne-Rhône-Alpes
01199,01640,Jujurieux,Jujurieux,Ain,Auvergne-Rhône-Alpes
01200,01450,Labalme,Labalme,Ain,Auvergne-Rhône-Alpes
01202,01150,Lagnieu,Lagnieu,Ain,Auvergne-Rhône-Alpes
01203,01290,Laiz,Laiz,Ain,Auvergne-Rhône-Alpes
01204,01130,Le Poizat-Lalleyriat,Le Poizat-Lalleyriat,Ain,Auvergne-Rhône-Alpes
01206,01430,Lantenay,Lantenay,Ain,Auvergne-Rhône-Alpes
01207,01330,Lapeyrouse,Lapeyrouse,Ain,Auvergne-Rhône-Alpes
01208,01350,Lavours,Lavours,Ain,Auvergne-Rhône-Alpes
01209,01200,Léaz,Léaz,Ain,Auvergne-Rhône-Alpes
01210,01410,Lélex,Lélex,Ain,Auvergne-Rhône-Alpes
01211,01240,Lent,Lent,Ain,Auvergne-Rhône-Alpes
01212,01560,Lescheroux,Lescheroux,Ain,Auvergne-Rhône-Alpes
01213,01150,Leyment,Leyment,Ain,Auvergne-Rhône-Alpes
01214,01450,Leyssard,Leyssard,Ain,Auvergne-Rhône-Alpes
01215,01420,Surjoux-Lhopital,Surjoux-Lhopital,Ain,Auvergne-Rhône-Alpes
01216,01680,Lhuis,Lhuis,Ain,Auvergne-Rhône-Alpes
01219,01680,Lompnas,Lompnas,Ain,Auvergne-Rhône-Alpes
01224,01360,Loyettes,Loyettes,Ain,Auvergne-Rhône-Alpes
01225,01090,Lurcy,Lurcy,Ain,Auvergne-Rhône-Alpes
01227,01300,Magnieu,Magnieu,Ain,Auvergne-Rhône-Alpes
01228,01430,Maillat,Maillat,Ain,Auvergne-Rhône-Alpes
01229,01340,Malafretaz,Malafretaz,Ain,Auvergne-Rhône-Alpes
01230,01560,Mantenay-Montlin,Mantenay-Montlin,Ain,Auvergne-Rhône-Alpes
01231,01570,Manziat,Manziat,Ain,Auvergne-Rhône-Alpes
01232,01851,Marboz,Marboz,Ain,Auvergne-Rhône-Alpes
01233,01680,Marchamp,Marchamp,Ain,Auvergne-Rhône-Alpes
01234,01300,Marignieu,Marignieu,Ain,Auvergne-Rhône-Alpes
01235,01240,Marlieux,Marlieux,Ain,Auvergne-Rhône-Alpes
01236,01340,Marsonnas,Marsonnas,Ain,Auvergne-Rhône-Alpes
01237,01100,Martignat,Martignat,Ain,Auvergne-Rhône-Alpes
01238,01600,Massieux,Massieux,Ain,Auvergne-Rhône-Alpes
01239,01300,Massignieu-de-Rives,Massignieu-de-Rives,Ain,Auvergne-Rhône-Alpes
01240,01580,Matafelon-Granges,Matafelon-Granges,Ain,Auvergne-Rhône-Alpes
01241,01370,Meillonnas,Meillonnas,Ain,Auvergne-Rhône-Alpes
01242,01450,Mérignat,Mérignat,Ain,Auvergne-Rhône-Alpes
01243,01480,Messimy-sur-Saône,Messimy-sur-Saône,Ain,Auvergne-Rhône-Alpes
01244,01800,Meximieux,Meximieux,Ain,Auvergne-Rhône-Alpes
01245,01250,Bohas-Meyriat-Rignat,Bohas-Meyriat-Rignat,Ain,Auvergne-Rhône-Alpes
01246,01660,Mézériat,Mézériat,Ain,Auvergne-Rhône-Alpes
01247,01410,Mijoux,Mijoux,Ain,Auvergne-Rhône-Alpes
01247,01170,Mijoux,Mijoux,Ain,Auvergne-Rhône-Alpes
01248,01390,Mionnay,Mionnay,Ain,Auvergne-Rhône-Alpes
01249,01700,Miribel,Miribel,Ain,Auvergne-Rhône-Alpes
01250,01600,Misérieux,Misérieux,Ain,Auvergne-Rhône-Alpes
01252,01140,Mogneneins,Mogneneins,Ain,Auvergne-Rhône-Alpes
01254,01250,Montagnat,Montagnat,Ain,Auvergne-Rhône-Alpes
01255,01470,Montagnieu,Montagnieu,Ain,Auvergne-Rhône-Alpes
01257,01200,Montanges,Montanges,Ain,Auvergne-Rhône-Alpes
01258,01090,Montceaux,Montceaux,Ain,Auvergne-Rhône-Alpes
01259,01310,Montcet,Montcet,Ain,Auvergne-Rhône-Alpes
01260,01800,Le Montellier,Le Montellier,Ain,Auvergne-Rhône-Alpes
01261,01390,Monthieux,Monthieux,Ain,Auvergne-Rhône-Alpes
01262,01120,Montluel,Montluel,Ain,Auvergne-Rhône-Alpes
01263,01090,Montmerle-sur-Saône,Montmerle-sur-Saône,Ain,Auvergne-Rhône-Alpes
01264,01310,Montracol,Montracol,Ain,Auvergne-Rhône-Alpes
01265,01460,Montréal-la-Cluse,Montréal-la-Cluse,Ain,Auvergne-Rhône-Alpes
01266,01340,Montrevel-en-Bresse,Montrevel-en-Bresse,Ain,Auvergne-Rhône-Alpes
01267,01460,Nurieux-Volognat,Nurieux-Volognat,Ain,Auvergne-Rhône-Alpes
01268,01300,Murs-et-Gélignieux,Murs-et-Gélignieux,Ain,Auvergne-Rhône-Alpes
01269,01460,Nantua,Nantua,Ain,Auvergne-Rhône-Alpes
01269,01130,Nantua,Nantua,Ain,Auvergne-Rhône-Alpes
01272,01400,Neuville-les-Dames,Neuville-les-Dames,Ain,Auvergne-Rhône-Alpes
01273,01160,Neuville-sur-Ain,Neuville-sur-Ain,Ain,Auvergne-Rhône-Alpes
01274,01130,Les Neyrolles,Les Neyrolles,Ain,Auvergne-Rhône-Alpes
01275,01700,Neyron,Neyron,Ain,Auvergne-Rhône-Alpes
01276,01120,Niévroz,Niévroz,Ain,Auvergne-Rhône-Alpes
01277,01230,Nivollet-Montgriffon,Nivollet-Montgriffon,Ain,Auvergne-Rhône-Alpes
01279,01230,Oncieu,Oncieu,Ain,Auvergne-Rhône-Alpes
01280,01510,Ordonnaz,Ordonnaz,Ain,Auvergne-Rhône-Alpes
01281,01210,Ornex,Ornex,Ain,Auvergne-Rhône-Alpes
01282,01430,Outriaz,Outriaz,Ain,Auvergne-Rhône-Alpes
01283,01100,Oyonnax,Oyonnax,Ain,Auvergne-Rhône-Alpes
01284,01190,Ozan,Ozan,Ain,Auvergne-Rhône-Alpes
01285,01600,Parcieux,Parcieux,Ain,Auvergne-Rhône-Alpes
01286,01300,Parves et Nattages,Parves et Nattages,Ain,Auvergne-Rhône-Alpes
01288,01630,Péron,Péron,Ain,Auvergne-Rhône-Alpes
01289,01960,Péronnas,Péronnas,Ain,Auvergne-Rhône-Alpes
01290,01800,Pérouges,Pérouges,Ain,Auvergne-Rhône-Alpes
01291,01540,Perrex,Perrex,Ain,Auvergne-Rhône-Alpes
01293,01430,Peyriat,Peyriat,Ain,Auvergne-Rhône-Alpes
01294,01300,Peyrieu,Peyrieu,Ain,Auvergne-Rhône-Alpes
01295,01140,Peyzieux-sur-Saône,Peyzieux-sur-Saône,Ain,Auvergne-Rhône-Alpes
01296,01270,Pirajoux,Pirajoux,Ain,Auvergne-Rhône-Alpes
01297,01120,Pizay,Pizay,Ain,Auvergne-Rhône-Alpes
01298,01130,Plagne,Plagne,Ain,Auvergne-Rhône-Alpes
01299,01330,Le Plantay,Le Plantay,Ain,Auvergne-Rhône-Alpes
01301,01310,Polliat,Polliat,Ain,Auvergne-Rhône-Alpes
01302,01350,Pollieu,Pollieu,Ain,Auvergne-Rhône-Alpes
01303,01450,Poncin,Poncin,Ain,Auvergne-Rhône-Alpes
01304,01160,Pont-d'Ain,Pont-d'Ain,Ain,Auvergne-Rhône-Alpes
01305,01190,Pont-de-Vaux,Pont-de-Vaux,Ain,Auvergne-Rhône-Alpes
01306,01290,Pont-de-Veyle,Pont-de-Veyle,Ain,Auvergne-Rhône-Alpes
01307,01460,Port,Port,Ain,Auvergne-Rhône-Alpes
01308,01550,Pougny,Pougny,Ain,Auvergne-Rhône-Alpes
01309,01250,Pouillat,Pouillat,Ain,Auvergne-Rhône-Alpes
01310,01300,Prémeyzel,Prémeyzel,Ain,Auvergne-Rhône-Alpes
01311,01110,Prémillieu,Prémillieu,Ain,Auvergne-Rhône-Alpes
01313,01280,Prévessin-Moëns,Prévessin-Moëns,Ain,Auvergne-Rhône-Alpes
01314,01160,Priay,Priay,Ain,Auvergne-Rhône-Alpes
01317,01250,Ramasse,Ramasse,Ain,Auvergne-Rhône-Alpes
01318,01390,Rancé,Rancé,Ain,Auvergne-Rhône-Alpes
01319,01990,Relevant,Relevant,Ain,Auvergne-Rhône-Alpes
01320,01750,Replonges,Replonges,Ain,Auvergne-Rhône-Alpes
01321,01250,Revonnas,Revonnas,Ain,Auvergne-Rhône-Alpes
01322,01600,Reyrieux,Reyrieux,Ain,Auvergne-Rhône-Alpes
01323,01190,Reyssouze,Reyssouze,Ain,Auvergne-Rhône-Alpes
01325,01800,Rignieux-le-Franc,Rignieux-le-Franc,Ain,Auvergne-Rhône-Alpes
01328,01400,Romans,Romans,Ain,Auvergne-Rhône-Alpes
01329,01510,Rossillon,Rossillon,Ain,Auvergne-Rhône-Alpes
01330,01260,Ruffieu,Ruffieu,Ain,Auvergne-Rhône-Alpes
01331,01450,Saint-Alban,Saint-Alban,Ain,Auvergne-Rhône-Alpes
01332,01380,Saint-André-de-Bâgé,Saint-André-de-Bâgé,Ain,Auvergne-Rhône-Alpes
01333,01390,Saint-André-de-Corcy,Saint-André-de-Corcy,Ain,Auvergne-Rhône-Alpes
01334,01290,Saint-André-d'Huiriat,Saint-André-d'Huiriat,Ain,Auvergne-Rhône-Alpes
01335,01240,Saint-André-le-Bouchoux,Saint-André-le-Bouchoux,Ain,Auvergne-Rhône-Alpes
01336,01960,Saint-André-sur-Vieux-Jonc,Saint-André-sur-Vieux-Jonc,Ain,Auvergne-Rhône-Alpes
01337,01190,Saint-Bénigne,Saint-Bénigne,Ain,Auvergne-Rhône-Alpes
01338,01300,Groslée-Saint-Benoit,Groslée-Saint-Benoit,Ain,Auvergne-Rhône-Alpes
01339,01600,Saint-Bernard,Saint-Bernard,Ain,Auvergne-Rhône-Alpes
01342,01120,Sainte-Croix,Sainte-Croix,Ain,Auvergne-Rhône-Alpes
01343,01380,Saint-Cyr-sur-Menthon,Saint-Cyr-sur-Menthon,Ain,Auvergne-Rhône-Alpes
01344,01000,Saint-Denis-lès-Bourg,Saint-Denis-lès-Bourg,Ain,Auvergne-Rhône-Alpes
01345,01500,Saint-Denis-en-Bugey,Saint-Denis-en-Bugey,Ain,Auvergne-Rhône-Alpes
01346,01340,Saint-Didier-d'Aussiat,Saint-Didier-d'Aussiat,Ain,Auvergne-Rhône-Alpes
01347,01600,Saint-Didier-de-Formans,Saint-Didier-de-Formans,Ain,Auvergne-Rhône-Alpes
01348,01140,Saint-Didier-sur-Chalaronne,Saint-Didier-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes
01349,01800,Saint-Éloi,Saint-Éloi,Ain,Auvergne-Rhône-Alpes
01350,01370,Saint-Étienne-du-Bois,Saint-Étienne-du-Bois,Ain,Auvergne-Rhône-Alpes
01351,01140,Saint-Étienne-sur-Chalaronne,Saint-Étienne-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes
01352,01190,Saint-Étienne-sur-Reyssouze,Saint-Étienne-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes
01353,01600,Sainte-Euphémie,Sainte-Euphémie,Ain,Auvergne-Rhône-Alpes
01354,01630,Saint-Genis-Pouilly,Saint-Genis-Pouilly,Ain,Auvergne-Rhône-Alpes
01355,01380,Saint-Genis-sur-Menthon,Saint-Genis-sur-Menthon,Ain,Auvergne-Rhône-Alpes
01356,01400,Saint-Georges-sur-Renon,Saint-Georges-sur-Renon,Ain,Auvergne-Rhône-Alpes
01357,01130,Saint-Germain-de-Joux,Saint-Germain-de-Joux,Ain,Auvergne-Rhône-Alpes
01358,01300,Saint-Germain-les-Paroisses,Saint-Germain-les-Paroisses,Ain,Auvergne-Rhône-Alpes
01359,01240,Saint-Germain-sur-Renon,Saint-Germain-sur-Renon,Ain,Auvergne-Rhône-Alpes
01360,01630,Saint-Jean-de-Gonville,Saint-Jean-de-Gonville,Ain,Auvergne-Rhône-Alpes
01361,01800,Saint-Jean-de-Niost,Saint-Jean-de-Niost,Ain,Auvergne-Rhône-Alpes
01362,01390,Saint-Jean-de-Thurigneux,Saint-Jean-de-Thurigneux,Ain,Auvergne-Rhône-Alpes
01363,01640,Saint-Jean-le-Vieux,Saint-Jean-le-Vieux,Ain,Auvergne-Rhône-Alpes
01364,01560,Saint-Jean-sur-Reyssouze,Saint-Jean-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes
01365,01290,Saint-Jean-sur-Veyle,Saint-Jean-sur-Veyle,Ain,Auvergne-Rhône-Alpes
01366,01150,Sainte-Julie,Sainte-Julie,Ain,Auvergne-Rhône-Alpes
01367,01560,Saint-Julien-sur-Reyssouze,Saint-Julien-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes
01368,01540,Saint-Julien-sur-Veyle,Saint-Julien-sur-Veyle,Ain,Auvergne-Rhône-Alpes
01369,01250,Saint-Just,Saint-Just,Ain,Auvergne-Rhône-Alpes
01370,01750,Saint-Laurent-sur-Saône,Saint-Laurent-sur-Saône,Ain,Auvergne-Rhône-Alpes
01371,01390,Saint-Marcel,Saint-Marcel,Ain,Auvergne-Rhône-Alpes
01372,01510,Saint-Martin-de-Bavel,Saint-Martin-de-Bavel,Ain,Auvergne-Rhône-Alpes
01373,01430,Saint-Martin-du-Frêne,Saint-Martin-du-Frêne,Ain,Auvergne-Rhône-Alpes
01374,01160,Saint-Martin-du-Mont,Saint-Martin-du-Mont,Ain,Auvergne-Rhône-Alpes
01375,01310,Saint-Martin-le-Châtel,Saint-Martin-le-Châtel,Ain,Auvergne-Rhône-Alpes
01376,01700,Saint-Maurice-de-Beynost,Saint-Maurice-de-Beynost,Ain,Auvergne-Rhône-Alpes
01378,01800,Saint-Maurice-de-Gourdans,Saint-Maurice-de-Gourdans,Ain,Auvergne-Rhône-Alpes
