code_insee,code_postal,nom_commune,nom_ville,nom_departement,nom_region
40172,40700,Mant,Mant,Landes,Nouvelle-Aquitaine
40173,40330,Marpaps,Marpaps,Landes,Nouvelle-Aquitaine
40174,40320,Mauries,Mauries,Landes,Nouvelle-Aquitaine
40175,40270,Maurrin,Maurrin,Landes,Nouvelle-Aquitaine
40176,40240,Mauvezin-d'Armagnac,Mauvezin-d'Armagnac,Landes,Nouvelle-Aquitaine
40177,40250,Maylis,Maylis,Landes,Nouvelle-Aquitaine
40178,40090,Mazerolles,Mazerolles,Landes,Nouvelle-Aquitaine
40179,40990,Mées,Mées,Landes,Nouvelle-Aquitaine
40180,40400,Meilhan,Meilhan,Landes,Nouvelle-Aquitaine
40181,40660,Messanges,Messanges,Landes,Nouvelle-Aquitaine
40182,40170,Mézos,Mézos,Landes,Nouvelle-Aquitaine
40183,40350,Mimbaste,Mimbaste,Landes,Nouvelle-Aquitaine
40184,40200,Mimizan,Mimizan,Landes,Nouvelle-Aquitaine
40185,40320,Miramont-Sensacq,Miramont-Sensacq,Landes,Nouvelle-Aquitaine
40186,40290,Misson,Misson,Landes,Nouvelle-Aquitaine
40187,40660,Moliets-et-Maa,Moliets-et-Maa,Landes,Nouvelle-Aquitaine
40188,40700,Momuy,Momuy,Landes,Nouvelle-Aquitaine
40189,40700,Monget,Monget,Landes,Nouvelle-Aquitaine
40190,40700,Monségur,Monségur,Landes,Nouvelle-Aquitaine
40191,40500,Montaut,Montaut,Landes,Nouvelle-Aquitaine
40192,40000,Mont-de-Marsan,Mont-de-Marsan,Landes,Nouvelle-Aquitaine
40193,40190,Montégut,Montégut,Landes,Nouvelle-Aquitaine
40194,40380,Montfort-en-Chalosse,Montfort-en-Chalosse,Landes,Nouvelle-Aquitaine
40195,40500,Montgaillard,Montgaillard,Landes,Nouvelle-Aquitaine
40196,40500,Montsoué,Montsoué,Landes,Nouvelle-Aquitaine
40197,40110,Morcenx-la-Nouvelle,Morcenx-la-Nouvelle,Landes,Nouvelle-Aquitaine
40198,40700,Morganx,Morganx,Landes,Nouvelle-Aquitaine
40199,40290,Mouscardès,Mouscardès,Landes,Nouvelle-Aquitaine
40200,40410,Moustey,Moustey,Landes,Nouvelle-Aquitaine
40201,40250,Mugron,Mugron,Landes,Nouvelle-Aquitaine
40202,40180,Narrosse,Narrosse,Landes,Nouvelle-Aquitaine
40203,40330,Nassiet,Nassiet,Landes,Nouvelle-Aquitaine
40204,40250,Nerbis,Nerbis,Landes,Nouvelle-Aquitaine
40205,40380,Nousse,Nousse,Landes,Nouvelle-Aquitaine
40206,40300,Oeyregave,Oeyregave,Landes,Nouvelle-Aquitaine
40207,40180,Oeyreluy,Oeyreluy,Landes,Nouvelle-Aquitaine
40208,40380,Onard,Onard,Landes,Nouvelle-Aquitaine
40209,40440,Ondres,Ondres,Landes,Nouvelle-Aquitaine
40210,40110,Onesse-Laharie,Onesse-Laharie,Landes,Nouvelle-Aquitaine
40211,40300,Orist,Orist,Landes,Nouvelle-Aquitaine
40212,40300,Orthevielle,Orthevielle,Landes,Nouvelle-Aquitaine
40213,40230,Orx,Orx,Landes,Nouvelle-Aquitaine
40214,40290,Ossages,Ossages,Landes,Nouvelle-Aquitaine
40215,40110,Ousse-Suzan,Ousse-Suzan,Landes,Nouvelle-Aquitaine
40216,40380,Ozourt,Ozourt,Landes,Nouvelle-Aquitaine
40217,40160,Parentis-en-Born,Parentis-en-Born,Landes,Nouvelle-Aquitaine
40218,40310,Parleboscq,Parleboscq,Landes,Nouvelle-Aquitaine
40219,40320,Payros-Cazautets,Payros-Cazautets,Landes,Nouvelle-Aquitaine
40220,40320,Pécorade,Pécorade,Landes,Nouvelle-Aquitaine
40221,40190,Perquie,Perquie,Landes,Nouvelle-Aquitaine
40222,40300,Pey,Pey,Landes,Nouvelle-Aquitaine
40223,40700,Peyre,Peyre,Landes,Nouvelle-Aquitaine
40224,40300,Peyrehorade,Peyrehorade,Landes,Nouvelle-Aquitaine
40225,40320,Philondenx,Philondenx,Landes,Nouvelle-Aquitaine
40226,40320,Pimbo,Pimbo,Landes,Nouvelle-Aquitaine
40227,40410,Pissos,Pissos,Landes,Nouvelle-Aquitaine
40228,40360,Pomarez,Pomarez,Landes,Nouvelle-Aquitaine
40229,40200,Pontenx-les-Forges,Pontenx-les-Forges,Landes,Nouvelle-Aquitaine
40230,40465,Pontonx-sur-l'Adour,Pontonx-sur-l'Adour,Landes,Nouvelle-Aquitaine
40231,40300,Port-de-Lanne,Port-de-Lanne,Landes,Nouvelle-Aquitaine
40232,40700,Poudenx,Poudenx,Landes,Nouvelle-Aquitaine
40233,40350,Pouillon,Pouillon,Landes,Nouvelle-Aquitaine
40234,40120,Pouydesseaux,Pouydesseaux,Landes,Nouvelle-Aquitaine
40235,40380,Poyanne,Poyanne,Landes,Nouvelle-Aquitaine
40236,40380,Poyartin,Poyartin,Landes,Nouvelle-Aquitaine
40237,40465,Préchacq-les-Bains,Préchacq-les-Bains,Landes,Nouvelle-Aquitaine
40238,40190,Pujo-le-Plan,Pujo-le-Plan,Landes,Nouvelle-Aquitaine
40239,40320,Puyol-Cazalet,Puyol-Cazalet,Landes,Nouvelle-Aquitaine
40240,40270,Renung,Renung,Landes,Nouvelle-Aquitaine
40242,40310,Rimbez-et-Baudiets,Rimbez-et-Baudiets,Landes,Nouvelle-Aquitaine
40243,40370,Rion-des-Landes,Rion-des-Landes,Landes,Nouvelle-Aquitaine
40244,40180,Rivière-Saas-et-Gourby,Rivière-Saas-et-Gourby,Landes,Nouvelle-Aquitaine
40245,40120,Roquefort,Roquefort,Landes,Nouvelle-Aquitaine
40246,40630,Sabres,Sabres,Landes,Nouvelle-Aquitaine
40247,40800,Saint-Agnet,Saint-Agnet,Landes,Nouvelle-Aquitaine
40248,40390,Saint-André-de-Seignanx,Saint-André-de-Seignanx,Landes,Nouvelle-Aquitaine
40249,40250,Saint-Aubin,Saint-Aubin,Landes,Nouvelle-Aquitaine
40250,40090,Saint-Avit,Saint-Avit,Landes,Nouvelle-Aquitaine
40251,40390,Saint-Barthélemy,Saint-Barthélemy,Landes,Nouvelle-Aquitaine
40252,40700,Sainte-Colombe,Sainte-Colombe,Landes,Nouvelle-Aquitaine
40253,40700,Saint-Cricq-Chalosse,Saint-Cricq-Chalosse,Landes,Nouvelle-Aquitaine
40254,40300,Saint-Cricq-du-Gave,Saint-Cricq-du-Gave,Landes,Nouvelle-Aquitaine
40255,40190,Saint-Cricq-Villeneuve,Saint-Cricq-Villeneuve,Landes,Nouvelle-Aquitaine
40256,40300,Saint-Étienne-d'Orthe,Saint-Étienne-d'Orthe,Landes,Nouvelle-Aquitaine
40257,40200,Sainte-Eulalie-en-Born,Sainte-Eulalie-en-Born,Landes,Nouvelle-Aquitaine
40258,40190,Sainte-Foy,Sainte-Foy,Landes,Nouvelle-Aquitaine
40259,40190,Saint-Gein,Saint-Gein,Landes,Nouvelle-Aquitaine
40260,40380,Saint-Geours-d'Auribat,Saint-Geours-d'Auribat,Landes,Nouvelle-Aquitaine
40261,40230,Saint-Geours-de-Maremne,Saint-Geours-de-Maremne,Landes,Nouvelle-Aquitaine
40262,40120,Saint-Gor,Saint-Gor,Landes,Nouvelle-Aquitaine
40263,40380,Saint-Jean-de-Lier,Saint-Jean-de-Lier,Landes,Nouvelle-Aquitaine
40264,40230,Saint-Jean-de-Marsacq,Saint-Jean-de-Marsacq,Landes,Nouvelle-Aquitaine
40265,40240,Saint-Julien-d'Armagnac,Saint-Julien-d'Armagnac,Landes,Nouvelle-Aquitaine
40266,40170,Saint-Julien-en-Born,Saint-Julien-en-Born,Landes,Nouvelle-Aquitaine
40267,40240,Saint-Justin,Saint-Justin,Landes,Nouvelle-Aquitaine
40268,40390,Saint-Laurent-de-Gosse,Saint-Laurent-de-Gosse,Landes,Nouvelle-Aquitaine
40269,40300,Saint-Lon-les-Mines,Saint-Lon-les-Mines,Landes,Nouvelle-Aquitaine
40270,40320,Saint-Loubouer,Saint-Loubouer,Landes,Nouvelle-Aquitaine
40271,40390,Sainte-Marie-de-Gosse,Sainte-Marie-de-Gosse,Landes,Nouvelle-Aquitaine
40272,40390,Saint-Martin-de-Hinx,Saint-Martin-de-Hinx,Landes,Nouvelle-Aquitaine
40273,40390,Saint-Martin-de-Seignanx,Saint-Martin-de-Seignanx,Landes,Nouvelle-Aquitaine
40274,40090,Saint-Martin-d'Oney,Saint-Martin-d'Oney,Landes,Nouvelle-Aquitaine
40275,40270,Saint-Maurice-sur-Adour,Saint-Maurice-sur-Adour,Landes,Nouvelle-Aquitaine
40276,40550,Saint-Michel-Escalus,Saint-Michel-Escalus,Landes,Nouvelle-Aquitaine
40277,40180,Saint-Pandelon,Saint-Pandelon,Landes,Nouvelle-Aquitaine
40278,40200,Saint-Paul-en-Born,Saint-Paul-en-Born,Landes,Nouvelle-Aquitaine
40279,40990,Saint-Paul-lès-Dax,Saint-Paul-lès-Dax,Landes,Nouvelle-Aquitaine
40280,40090,Saint-Perdon,Saint-Perdon,Landes,Nouvelle-Aquitaine
40281,40280,Saint-Pierre-du-Mont,Saint-Pierre-du-Mont,Landes,Nouvelle-Aquitaine
40282,40500,Saint-Sever,Saint-Sever,Landes,Nouvelle-Aquitaine
40283,40990,Saint-Vincent-de-Paul,Saint-Vincent-de-Paul,Landes,Nouvelle-Aquitaine
40284,40230,Saint-Vincent-de-Tyrosse,Saint-Vincent-de-Tyrosse,Landes,Nouvelle-Aquitaine
40285,40400,Saint-Yaguen,Saint-Yaguen,Landes,Nouvelle-Aquitaine
40286,40320,Samadet,Samadet,Landes,Nouvelle-Aquitaine
40287,40460,Sanguinet,Sanguinet,Landes,Nouvelle-Aquitaine
40288,40120,Sarbazan,Sarbazan,Landes,Nouvelle-Aquitaine
40289,40500,Sarraziet,Sarraziet,Landes,Nouvelle-Aquitaine
40290,40800,Sarron,Sarron,Landes,Nouvelle-Aquitaine
40291,40230,Saubion,Saubion,Landes,Nouvelle-Aquitaine
40292,40230,Saubrigues,Saubrigues,Landes,Nouvelle-Aquitaine
40293,40180,Saubusse,Saubusse,Landes,Nouvelle-Aquitaine
40294,40180,Saugnac-et-Cambran,Saugnac-et-Cambran,Landes,Nouvelle-Aquitaine
40295,40410,Saugnac-et-Muret,Saugnac-et-Muret,Landes,Nouvelle-Aquitaine
40296,40510,Seignosse,Seignosse,Landes,Nouvelle-Aquitaine
40297,40420,Le Sen,Le Sen,Landes,Nouvelle-Aquitaine
40298,40700,Serres-Gaston,Serres-Gaston,Landes,Nouvelle-Aquitaine
40299,40700,Serreslous-et-Arribans,Serreslous-et-Arribans,Landes,Nouvelle-Aquitaine
40300,40180,Seyresse,Seyresse,Landes,Nouvelle-Aquitaine
40301,40180,Siest,Siest,Landes,Nouvelle-Aquitaine
40303,40210,Solférino,Solférino,Landes,Nouvelle-Aquitaine
40304,40150,Soorts-Hossegor,Soorts-Hossegor,Landes,Nouvelle-Aquitaine
40305,40320,Sorbets,Sorbets,Landes,Nouvelle-Aquitaine
40306,40300,Sorde-l'Abbaye,Sorde-l'Abbaye,Landes,Nouvelle-Aquitaine
40307,40430,Sore,Sore,Landes,Nouvelle-Aquitaine
40308,40180,Sort-en-Chalosse,Sort-en-Chalosse,Landes,Nouvelle-Aquitaine
40309,40250,Souprosse,Souprosse,Landes,Nouvelle-Aquitaine
40310,40140,Soustons,Soustons,Landes,Nouvelle-Aquitaine
40311,40260,Taller,Taller,Landes,Nouvelle-Aquitaine
40312,40220,Tarnos,Tarnos,Landes,Nouvelle-Aquitaine
40313,40400,Tartas,Tartas,Landes,Nouvelle-Aquitaine
40314,40180,Tercis-les-Bains,Tercis-les-Bains,Landes,Nouvelle-Aquitaine
40315,40990,Téthieu,Téthieu,Landes,Nouvelle-Aquitaine
40316,40360,Tilh,Tilh,Landes,Nouvelle-Aquitaine
40317,40230,Tosse,Tosse,Landes,Nouvelle-Aquitaine
40318,40250,Toulouzette,Toulouzette,Landes,Nouvelle-Aquitaine
40319,40630,Trensacq,Trensacq,Landes,Nouvelle-Aquitaine
40320,40090,Uchacq-et-Parentis,Uchacq-et-Parentis,Landes,Nouvelle-Aquitaine
40321,40320,Urgons,Urgons,Landes,Nouvelle-Aquitaine
40322,40170,Uza,Uza,Landes,Nouvelle-Aquitaine
40323,40420,Vert,Vert,Landes,Nouvelle-Aquitaine
40324,40380,Vicq-d'Auribat,Vicq-d'Auribat,Landes,Nouvelle-Aquitaine
40325,40320,Vielle-Tursan,Vielle-Tursan,Landes,Nouvelle-Aquitaine
40326,40560,Vielle-Saint-Girons,Vielle-Saint-Girons,Landes,Nouvelle-Aquitaine
40327,40240,Vielle-Soubiran,Vielle-Soubiran,Landes,Nouvelle-Aquitaine
40328,40480,Vieux-Boucau-les-Bains,Vieux-Boucau-les-Bains,Landes,Nouvelle-Aquitaine
40329,40270,Le Vignau,Le Vignau,Landes,Nouvelle-Aquitaine
40330,40110,Villenave,Villenave,Landes,Nouvelle-Aquitaine
40331,40190,Villeneuve-de-Marsan,Villeneuve-de-Marsan,Landes,Nouvelle-Aquitaine
40332,40160,Ychoux,Ychoux,Landes,Nouvelle-Aquitaine
40333,40110,Ygos-Saint-Saturnin,Ygos-Saint-Saturnin,Landes,Nouvelle-Aquitaine
40334,40180,Yzosse,Yzosse,Landes,Nouvelle-Aquitaine
41001,41310,Ambloy,Ambloy,Loir-et-Cher,Centre-Val de Loire
41002,41400,Angé,Angé,Loir-et-Cher,Centre-Val de Loire
41003,41100,Areines,Areines,Loir-et-Cher,Centre-Val de Loire
41004,41800,Artins,Artins,Loir-et-Cher,Centre-Val de Loire
41006,41240,Autainville,Autainville,Loir-et-Cher,Centre-Val de Loire
41007,41310,Authon,Authon,Loir-et-Cher,Centre-Val de Loire
41008,41500,Avaray,Avaray,Loir-et-Cher,Centre-Val de Loire
41009,41330,Averdon,Averdon,Loir-et-Cher,Centre-Val de Loire
41010,41100,Azé,Azé,Loir-et-Cher,Centre-Val de Loire
41012,41170,Baillou,Baillou,Loir-et-Cher,Centre-Val de Loire
41013,41250,Bauzy,Bauzy,Loir-et-Cher,Centre-Val de Loire
41014,41170,Beauchêne,Beauchêne,Loir-et-Cher,Centre-Val de Loire
41016,41130,Billy,Billy,Loir-et-Cher,Centre-Val de Loire
41017,41240,Binas,Binas,Loir-et-Cher,Centre-Val de Loire
41018,41000,Blois,Blois,Loir-et-Cher,Centre-Val de Loire
41019,41290,Boisseau,Boisseau,Loir-et-Cher,Centre-Val de Loire
41020,41800,Bonneveau,Bonneveau,Loir-et-Cher,Centre-Val de Loire
41022,41270,Bouffry,Bouffry,Loir-et-Cher,Centre-Val de Loire
41024,41270,Boursay,Boursay,Loir-et-Cher,Centre-Val de Loire
41025,41250,Bracieux,Bracieux,Loir-et-Cher,Centre-Val de Loire
41026,41160,Brévainville,Brévainville,Loir-et-Cher,Centre-Val de Loire
41027,41370,Briou,Briou,Loir-et-Cher,Centre-Val de Loire
41028,41160,Busloup,Busloup,Loir-et-Cher,Centre-Val de Loire
41029,41120,Candé-sur-Beuvron,Candé-sur-Beuvron,Loir-et-Cher,Centre-Val de Loire
41030,41360,Cellé,Cellé,Loir-et-Cher,Centre-Val de Loire
41031,41120,Cellettes,Cellettes,Loir-et-Cher,Centre-Val de Loire
41032,41120,Chailles,Chailles,Loir-et-Cher,Centre-Val de Loire
41034,41250,Chambord,Chambord,Loir-et-Cher,Centre-Val de Loire
41035,41330,Champigny-en-Beauce,Champigny-en-Beauce,Loir-et-Cher,Centre-Val de Loire
41036,41600,Chaon,Chaon,Loir-et-Cher,Centre-Val de Loire
41037,41290,La Chapelle-Enchérie,La Chapelle-Enchérie,Loir-et-Cher,Centre-Val de Loire
41038,41320,La Chapelle-Montmartin,La Chapelle-Montmartin,Loir-et-Cher,Centre-Val de Loire
41039,41500,La Chapelle-Saint-Martin-en-Plaine,La Chapelle-Saint-Martin-en-Plaine,Loir-et-Cher,Centre-Val de Loire
41040,41330,La Chapelle-Vendômoise,La Chapelle-Vendômoise,Loir-et-Cher,Centre-Val de Loire
41041,41270,La Chapelle-Vicomtesse,La Chapelle-Vicomtesse,Loir-et-Cher,Centre-Val de Loire
41042,41110,Châteauvieux,Châteauvieux,Loir-et-Cher,Centre-Val de Loire
41043,41130,Châtillon-sur-Cher,Châtillon-sur-Cher,Loir-et-Cher,Centre-Val de Loire
41044,41320,Châtres-sur-Cher,Châtres-sur-Cher,Loir-et-Cher,Centre-Val de Loire
41045,41150,Chaumont-sur-Loire,Chaumont-sur-Loire,Loir-et-Cher,Centre-Val de Loire
41046,41600,Chaumont-sur-Tharonne,Chaumont-sur-Tharonne,Loir-et-Cher,Centre-Val de Loire
41047,41260,La Chaussée-Saint-Victor,La Chaussée-Saint-Victor,Loir-et-Cher,Centre-Val de Loire
41048,41270,Chauvigny-du-Perche,Chauvigny-du-Perche,Loir-et-Cher,Centre-Val de Loire
41049,41700,Chémery,Chémery,Loir-et-Cher,Centre-Val de Loire
41050,41700,Cheverny,Cheverny,Loir-et-Cher,Centre-Val de Loire
41051,41400,Chissay-en-Touraine,Chissay-en-Touraine,Loir-et-Cher,Centre-Val de Loire
41052,41120,Chitenay,Chitenay,Loir-et-Cher,Centre-Val de Loire
41053,41170,Choue,Choue,Loir-et-Cher,Centre-Val de Loire
41054,41700,Choussy,Choussy,Loir-et-Cher,Centre-Val de Loire
41055,41150,Valloire-sur-Cisse,Valloire-sur-Cisse,Loir-et-Cher,Centre-Val de Loire
41057,41290,Conan,Conan,Loir-et-Cher,Centre-Val de Loire
41058,41370,Concriers,Concriers,Loir-et-Cher,Centre-Val de Loire
41059,41400,Le Controis-en-Sologne,Le Controis-en-Sologne,Loir-et-Cher,Centre-Val de Loire
41059,41120,Le Controis-en-Sologne,Le Controis-en-Sologne,Loir-et-Cher,Centre-Val de Loire
41059,41700,Le Controis-en-Sologne,Le Controis-en-Sologne,Loir-et-Cher,Centre-Val de Loire
41060,41170,Cormenon,Cormenon,Loir-et-Cher,Centre-Val de Loire
41061,41120,Cormeray,Cormeray,Loir-et-Cher,Centre-Val de Loire
41062,41700,Couddes,Couddes,Loir-et-Cher,Centre-Val de Loire
41063,41110,Couffy,Couffy,Loir-et-Cher,Centre-Val de Loire
41065,41100,Coulommiers-la-Tour,Coulommiers-la-Tour,Loir-et-Cher,Centre-Val de Loire
41066,41500,Courbouzon,Courbouzon,Loir-et-Cher,Centre-Val de Loire
41067,41700,Cour-Cheverny,Cour-Cheverny,Loir-et-Cher,Centre-Val de Loire
41068,41230,Courmemin,Courmemin,Loir-et-Cher,Centre-Val de Loire
41069,41500,Cour-sur-Loire,Cour-sur-Loire,Loir-et-Cher,Centre-Val de Loire
41070,41800,Vallée-de-Ronsard,Vallée-de-Ronsard,Loir-et-Cher,Centre-Val de Loire
41071,41220,Crouy-sur-Cosson,Crouy-sur-Cosson,Loir-et-Cher,Centre-Val de Loire
41072,41100,Crucheray,Crucheray,Loir-et-Cher,Centre-Val de Loire
41073,41160,Danzé,Danzé,Loir-et-Cher,Centre-Val de Loire
41074,41220,Dhuizon,Dhuizon,Loir-et-Cher,Centre-Val de Loire
41075,41270,Droué,Droué,Loir-et-Cher,Centre-Val de Loire
41077,41290,Épiais,Épiais,Loir-et-Cher,Centre-Val de Loire
41078,41360,Épuisay,Épuisay,Loir-et-Cher,Centre-Val de Loire
41079,41800,Les Essarts,Les Essarts,Loir-et-Cher,Centre-Val de Loire
41080,41400,Faverolles-sur-Cher,Faverolles-sur-Cher,Loir-et-Cher,Centre-Val de Loire
41081,41100,Faye,Faye,Loir-et-Cher,Centre-Val de Loire
41083,41210,La Ferté-Beauharnais,La Ferté-Beauharnais,Loir-et-Cher,Centre-Val de Loire
41084,41300,La Ferté-Imbault,La Ferté-Imbault,Loir-et-Cher,Centre-Val de Loire
41085,41220,La Ferté-Saint-Cyr,La Ferté-Saint-Cyr,Loir-et-Cher,Centre-Val de Loire
41086,41250,Fontaines-en-Sologne,Fontaines-en-Sologne,Loir-et-Cher,Centre-Val de Loire
41087,41800,Fontaine-les-Coteaux,Fontaine-les-Coteaux,Loir-et-Cher,Centre-Val de Loire
41088,41270,Fontaine-Raoul,Fontaine-Raoul,Loir-et-Cher,Centre-Val de Loire
41089,41270,La Fontenelle,La Fontenelle,Loir-et-Cher,Centre-Val de Loire
41090,41360,Fortan,Fortan,Loir-et-Cher,Centre-Val de Loire
41091,41330,Fossé,Fossé,Loir-et-Cher,Centre-Val de Loire
41093,41190,Françay,Françay,Loir-et-Cher,Centre-Val de Loire
41094,41700,Fresnes,Fresnes,Loir-et-Cher,Centre-Val de Loire
41095,41160,Fréteval,Fréteval,Loir-et-Cher,Centre-Val de Loire
41096,41270,Le Gault-du-Perche,Le Gault-du-Perche,Loir-et-Cher,Centre-Val de Loire
41097,41130,Gièvres,Gièvres,Loir-et-Cher,Centre-Val de Loire
41098,41310,Gombergean,Gombergean,Loir-et-Cher,Centre-Val de Loire
41099,41230,Gy-en-Sologne,Gy-en-Sologne,Loir-et-Cher,Centre-Val de Loire
41100,41800,Les Hayes,Les Hayes,Loir-et-Cher,Centre-Val de Loire
41101,41190,Herbault,Herbault,Loir-et-Cher,Centre-Val de Loire
41102,41800,Houssay,Houssay,Loir-et-Cher,Centre-Val de Loire
41103,41310,Huisseau-en-Beauce,Huisseau-en-Beauce,Loir-et-Cher,Centre-Val de Loire
41104,41350,Huisseau-sur-Cosson,Huisseau-sur-Cosson,Loir-et-Cher,Centre-Val de Loire
41105,41370,Josnes,Josnes,Loir-et-Cher,Centre-Val de Loire
41106,41600,Lamotte-Beuvron,Lamotte-Beuvron,Loir-et-Cher,Centre-Val de Loire
41107,41310,Lancé,Lancé,Loir-et-Cher,Centre-Val de Loire
41108,41190,Lancôme,Lancôme,Loir-et-Cher,Centre-Val de Loire
41109,41190,Landes-le-Gaulois,Landes-le-Gaulois,Loir-et-Cher,Centre-Val de Loire
41110,41320,Langon-sur-Cher,Langon-sur-Cher,Loir-et-Cher,Centre-Val de Loire
41112,41230,Lassay-sur-Croisne,Lassay-sur-Croisne,Loir-et-Cher,Centre-Val de Loire
41113,41800,Lavardin,Lavardin,Loir-et-Cher,Centre-Val de Loire
41114,41500,Lestiou,Lestiou,Loir-et-Cher,Centre-Val de Loire
41115,41160,Lignières,Lignières,Loir-et-Cher,Centre-Val de Loire
41116,41100,Lisle,Lisle,Loir-et-Cher,Centre-Val de Loire
41118,41200,Loreux,Loreux,Loir-et-Cher,Centre-Val de Loire
41119,41370,Lorges,Lorges,Loir-et-Cher,Centre-Val de Loire
41120,41360,Lunay,Lunay,Loir-et-Cher,Centre-Val de Loire
41121,41370,La Madeleine-Villefrouin,La Madeleine-Villefrouin,Loir-et-Cher,Centre-Val de Loire
41122,41320,Maray,Maray,Loir-et-Cher,Centre-Val de Loire
41123,41370,Marchenoir,Marchenoir,Loir-et-Cher,Centre-Val de Loire
41124,41100,Marcilly-en-Beauce,Marcilly-en-Beauce,Loir-et-Cher,Centre-Val de Loire
41125,41210,Marcilly-en-Gault,Marcilly-en-Gault,Loir-et-Cher,Centre-Val de Loire
41126,41110,Mareuil-sur-Cher,Mareuil-sur-Cher,Loir-et-Cher,Centre-Val de Loire
41127,41210,La Marolle-en-Sologne,La Marolle-en-Sologne,Loir-et-Cher,Centre-Val de Loire
41128,41330,Marolles,Marolles,Loir-et-Cher,Centre-Val de Loire
41129,41250,Maslives,Maslives,Loir-et-Cher,Centre-Val de Loire
41130,41500,Maves,Maves,Loir-et-Cher,Centre-Val de Loire
41131,41100,Mazangé,Mazangé,Loir-et-Cher,Centre-Val de Loire
41132,41140,Méhers,Méhers,Loir-et-Cher,Centre-Val de Loire
41134,41500,Menars,Menars,Loir-et-Cher,Centre-Val de Loire
41135,41320,Mennetou-sur-Cher,Mennetou-sur-Cher,Loir-et-Cher,Centre-Val de Loire
41136,41500,Mer,Mer,Loir-et-Cher,Centre-Val de Loire
41137,41150,Mesland,Mesland,Loir-et-Cher,Centre-Val de Loire
41138,41100,Meslay,Meslay,Loir-et-Cher,Centre-Val de Loire
41139,41130,Meusnes,Meusnes,Loir-et-Cher,Centre-Val de Loire
41140,41200,Millançay,Millançay,Loir-et-Cher,Centre-Val de Loire
41141,41160,Moisy,Moisy,Loir-et-Cher,Centre-Val de Loire
41142,41190,Valencisse,Valencisse,Loir-et-Cher,Centre-Val de Loire
41143,41170,Mondoubleau,Mondoubleau,Loir-et-Cher,Centre-Val de Loire
41144,41150,Monteaux,Monteaux,Loir-et-Cher,Centre-Val de Loire
41145,41120,Monthou-sur-Bièvre,Monthou-sur-Bièvre,Loir-et-Cher,Centre-Val de Loire
41146,41400,Monthou-sur-Cher,Monthou-sur-Cher,Loir-et-Cher,Centre-Val de Loire
41147,41120,Les Montils,Les Montils,Loir-et-Cher,Centre-Val de Loire
41148,41350,Montlivault,Montlivault,Loir-et-Cher,Centre-Val de Loire
41149,41800,Montoire-sur-le-Loir,Montoire-sur-le-Loir,Loir-et-Cher,Centre-Val de Loire
41150,41250,Mont-près-Chambord,Mont-près-Chambord,Loir-et-Cher,Centre-Val de Loire
41151,41400,Montrichard Val de Cher,Montrichard Val de Cher,Loir-et-Cher,Centre-Val de Loire
41152,41210,Montrieux-en-Sologne,Montrieux-en-Sologne,Loir-et-Cher,Centre-Val de Loire
41153,41800,Montrouveau,Montrouveau,Loir-et-Cher,Centre-Val de Loire
41154,41160,Morée,Morée,Loir-et-Cher,Centre-Val de Loire
41155,41500,Muides-sur-Loire,Muides-sur-Loire,Loir-et-Cher,Centre-Val de Loire
41156,41500,Mulsans,Mulsans,Loir-et-Cher,Centre-Val de Loire
41157,41230,Mur-de-Sologne,Mur-de-Sologne,Loir-et-Cher,Centre-Val de Loire
41158,41100,Naveil,Naveil,Loir-et-Cher,Centre-Val de Loire
41159,41210,Neung-sur-Beuvron,Neung-sur-Beuvron,Loir-et-Cher,Centre-Val de Loire
41160,41250,Neuvy,Neuvy,Loir-et-Cher,Centre-Val de Loire
41161,41600,Nouan-le-Fuzelier,Nouan-le-Fuzelier,Loir-et-Cher,Centre-Val de Loire
41163,41310,Nourray,Nourray,Loir-et-Cher,Centre-Val de Loire
41164,41140,Noyers-sur-Cher,Noyers-sur-Cher,Loir-et-Cher,Centre-Val de Loire
41166,41700,Oisly,Oisly,Loir-et-Cher,Centre-Val de Loire
41167,41150,Veuzain-sur-Loire,Veuzain-sur-Loire,Loir-et-Cher,Centre-Val de Loire
41168,41300,Orçay,Orçay,Loir-et-Cher,Centre-Val de Loire
41171,41290,Oucques La Nouvelle,Oucques La Nouvelle,Loir-et-Cher,Centre-Val de Loire
41172,41160,Ouzouer-le-Doyen,Ouzouer-le-Doyen,Loir-et-Cher,Centre-Val de Loire
41173,41160,Beauce la Romaine,Beauce la Romaine,Loir-et-Cher,Centre-Val de Loire
41173,41240,Beauce la Romaine,Beauce la Romaine,Loir-et-Cher,Centre-Val de Loire
41174,41100,Périgny,Périgny,Loir-et-Cher,Centre-Val de Loire
41175,41100,Pezou,Pezou,Loir-et-Cher,Centre-Val de Loire
41176,41300,Pierrefitte-sur-Sauldre,Pierrefitte-sur-Sauldre,Loir-et-Cher,Centre-Val de Loire
41177,41170,Le Plessis-Dorin,Le Plessis-Dorin,Loir-et-Cher,Centre-Val de Loire
41178,41370,Le Plessis-l'Échelle,Le Plessis-l'Échelle,Loir-et-Cher,Centre-Val de Loire
41179,41270,Le Poislay,Le Poislay,Loir-et-Cher,Centre-Val de Loire
41180,41400,Pontlevoy,Pontlevoy,Loir-et-Cher,Centre-Val de Loire
41181,41110,Pouillé,Pouillé,Loir-et-Cher,Centre-Val de Loire
41182,41190,Pray,Pray,Loir-et-Cher,Centre-Val de Loire
